resultString,participantGuid,participantGroup
"['TB,0,1507061188.63031','TFP,0,1507061191.82712','P,2556,1507061343.97387','BG,0,1507061344.25558','FG,0,1507061349.04386','BG,0,1507061386.38903','FG,0,1507061489.12838','BG,0,157061529.71443','FG,0,1507061544.53598','F,3206,1507061560.31999','BG,0,1507061590.65644','FG,0,1507061631.59642','F,4356,1507061665.91839','F,4431,1507061669.55053','F,4475,1507061670.3028','F,4688,1507061670.90011','F,4770,1507061671.41705','F,4793,1507061671.90058','F,4901,1507061672.3337','F,5093,1507061673.36504','F,5623,1507061673.95045','F,5642,1507061674.39815&uot;,'F,5655,1507061674.79919','F,5752,1507061675.16551','F,5825,1507061675.49903','F,6011,1507061675.80086','BG,0,1507061733.44897','FG,0,1507061976.83744','F,7135,1507061978.5313',&qut;F,7232,1507061980.18234','F,7304,1507061980.91593','F,7504,1507061981.54896','F,7571,1507061982.34678','F,7682,1507061983.41585','FP,7861,1507061987.11823','FP,8381,1507061989.41799',&quotFP,9041,1507061990.26855','FP,9106,1507061991.45178','FP,9501,1507061992.43545','FP,10536,1507061993.30012','FP,11263,1507061994.13578','FP,12032,1507061994.95197','FP,12624,1507061995.69928&quot,'FP,13229,1507061996.3353','FP,14136,1507061996.88537','FP,14327,1507061997.46883','FP,14714,1507061997.95202','FP,14714,1507061998.46927','FP,14714,1507061999.03572','FP,14714,1507061999.661','FP,14714,1507062000.30235','F,14820,1507062007.55089','P,14923,1507062008.83868','F,14923,1507062009.4672','F,15023,1507062010.13413','F,15096,1507062010.66776','F,15202,150706201110128','F,15325,1507062011.50077','F,15394,1507062011.85096','F,15445,1507062012.23203','F,15453,1507062012.73423','F,15471,1507062013.85113','F,15509,1507062015.61834']",A8074511-0CDE-402B-B117-44D267F5DEC1,2
,613EF8D0-A44F-454F-89B8-7B693796B34D,3
"['TF,0,1507082214.1619','TFP,0,1507082216.49286','TB,0,1507082219.22583','P,19,1507082223.77912','C,19,1507082225.97788','F,9947,1507082811.42596','F,9985,1507082812.32637','F,1003,1507082812.90942','F,11446,1507082889.78258','F,11482,1507082890.18235','F,11663,1507082890.54739','F,11848,1507082891.99931','F,11909,1507082892.31408','F,12023,1507082892.63076','F,1181,1507082895.0334','F,12305,1507082895.33097','F,12382,1507082895.61424','F,12576,1507082897.86633','F,12616,1507082898.11453','F,12781,1507082898.41506','F,13518,1507082931.96969','P13866,1507082949.80598','C,13866,1507082950.57328']",0F4DC3B2-9D67-4886-91D6-2383939E8520,4
,B71839CF-1B54-40A8-B838-97AB19119A5F,0
,639D7B8F-4839-4BFD-8040-8701CAE4B21E,4
[],797EB777-3A85-4C16-8C8E-CF76E6848A3B,0
,031D55F2-1D7C-49CB-BEF4-5903354470E2,3
,031D55F2-1D7C-49CB-BEF4-5903354470E2,3
,031D55F2-1D7C-49CB-BEF4-5903354470E2,3
"['TPC,0,1507247659.66509','TB,0,1507247661.38826','TF,0,1507247664.05885','TBP,0,1507247667.16265','TFP,0,1507247670.12208','TBP,0,1507247673.01715','TPC,0,1507247675.41615','TPC,01507247677.90952','TB,0,1507247679.44531','B,1249,1507247752.56976','B,2839,1507247860.36065','P,2849,1507247870.08929','C,2849,1507247873.94209','B,8764,1507248229.77938','B,9041,150728259.29785','B,9060,1507248260.84891','B,9054,1507248261.53655','B,9077,1507248276.15315','B,9054,1507248276.53527','B,10357,1507248366.18287','B,12638,1507248504.94176']",E7115FC5-51A5-4CC6-BAB4-FB8B18BBDF6C,2
"['B,19,1507299765.85432','F,0,1507299766.57071','P,68,1507299770.73968','C,68,1507299771.48476']",AFAAB5DD-E78F-46BB-B711-D560D96EEAAE,4
,AD8D733D-E162-43B1-9387-F68CDC60EF63,4
,031D55F2-1D7C-49CB-BEF4-5903354470E2,3
"['TB,0,1507061188.63031','TFP,0,1507061191.82712','P,2556,1507061343.97387','BG,0,1507061344.25558','FG,0,1507061349.04386','BG,0,1507061386.38903','FG,0,1507061489.12838','BG,0,157061529.71443','FG,0,1507061544.53598','F,3206,1507061560.31999','BG,0,1507061590.65644','FG,0,1507061631.59642','F,4356,1507061665.91839','F,4431,1507061669.55053','F,4475,1507061670.3028','F,4688,1507061670.90011','F,4770,1507061671.41705','F,4793,1507061671.90058','F,4901,1507061672.3337','F,5093,1507061673.36504','F,5623,1507061673.95045','F,5642,1507061674.39815&uot;,'F,5655,1507061674.79919','F,5752,1507061675.16551','F,5825,1507061675.49903','F,6011,1507061675.80086','BG,0,1507061733.44897','FG,0,1507061976.83744','F,7135,1507061978.5313',&qut;F,7232,1507061980.18234','F,7304,1507061980.91593','F,7504,1507061981.54896','F,7571,1507061982.34678','F,7682,1507061983.41585','FP,7861,1507061987.11823','FP,8381,1507061989.41799',&quotFP,9041,1507061990.26855','FP,9106,1507061991.45178','FP,9501,1507061992.43545','FP,10536,1507061993.30012','FP,11263,1507061994.13578','FP,12032,1507061994.95197','FP,12624,1507061995.69928&quot,'FP,13229,1507061996.3353','FP,14136,1507061996.88537','FP,14327,1507061997.46883','FP,14714,1507061997.95202','FP,14714,1507061998.46927','FP,14714,1507061999.03572','FP,14714,1507061999.661','FP,14714,1507062000.30235','F,14820,1507062007.55089','P,14923,1507062008.83868','F,14923,1507062009.4672','F,15023,1507062010.13413','F,15096,1507062010.66776','F,15202,150706201110128','F,15325,1507062011.50077','F,15394,1507062011.85096','F,15445,1507062012.23203','F,15453,1507062012.73423','F,15471,1507062013.85113','F,15509,1507062015.61834']",A8074511-0CDE-402B-B117-44D267F5DEC1,2
"['TB,0,1507061188.63031','TFP,0,1507061191.82712','P,2556,1507061343.97387','BG,0,1507061344.25558','FG,0,1507061349.04386','BG,0,1507061386.38903','FG,0,1507061489.12838','BG,0,157061529.71443','FG,0,1507061544.53598','F,3206,1507061560.31999','BG,0,1507061590.65644','FG,0,1507061631.59642','F,4356,1507061665.91839','F,4431,1507061669.55053','F,4475,1507061670.3028','F,4688,1507061670.90011','F,4770,1507061671.41705','F,4793,1507061671.90058','F,4901,1507061672.3337','F,5093,1507061673.36504','F,5623,1507061673.95045','F,5642,1507061674.39815&uot;,'F,5655,1507061674.79919','F,5752,1507061675.16551','F,5825,1507061675.49903','F,6011,1507061675.80086','BG,0,1507061733.44897','FG,0,1507061976.83744','F,7135,1507061978.5313',&qut;F,7232,1507061980.18234','F,7304,1507061980.91593','F,7504,1507061981.54896','F,7571,1507061982.34678','F,7682,1507061983.41585','FP,7861,1507061987.11823','FP,8381,1507061989.41799',&quotFP,9041,1507061990.26855','FP,9106,1507061991.45178','FP,9501,1507061992.43545','FP,10536,1507061993.30012','FP,11263,1507061994.13578','FP,12032,1507061994.95197','FP,12624,1507061995.69928&quot,'FP,13229,1507061996.3353','FP,14136,1507061996.88537','FP,14327,1507061997.46883','FP,14714,1507061997.95202','FP,14714,1507061998.46927','FP,14714,1507061999.03572','FP,14714,1507061999.661','FP,14714,1507062000.30235','F,14820,1507062007.55089','P,14923,1507062008.83868','F,14923,1507062009.4672','F,15023,1507062010.13413','F,15096,1507062010.66776','F,15202,150706201110128','F,15325,1507062011.50077','F,15394,1507062011.85096','F,15445,1507062012.23203','F,15453,1507062012.73423','F,15471,1507062013.85113','F,15509,1507062015.61834']",A8074511-0CDE-402B-B117-44D267F5DEC1,2
"['TB,0,1507061188.63031','TFP,0,1507061191.82712','P,2556,1507061343.97387','BG,0,1507061344.25558','FG,0,1507061349.04386','BG,0,1507061386.38903','FG,0,1507061489.12838','BG,0,157061529.71443','FG,0,1507061544.53598','F,3206,1507061560.31999','BG,0,1507061590.65644','FG,0,1507061631.59642','F,4356,1507061665.91839','F,4431,1507061669.55053','F,4475,1507061670.3028','F,4688,1507061670.90011','F,4770,1507061671.41705','F,4793,1507061671.90058','F,4901,1507061672.3337','F,5093,1507061673.36504','F,5623,1507061673.95045','F,5642,1507061674.39815&uot;,'F,5655,1507061674.79919','F,5752,1507061675.16551','F,5825,1507061675.49903','F,6011,1507061675.80086','BG,0,1507061733.44897','FG,0,1507061976.83744','F,7135,1507061978.5313',&qut;F,7232,1507061980.18234','F,7304,1507061980.91593','F,7504,1507061981.54896','F,7571,1507061982.34678','F,7682,1507061983.41585','FP,7861,1507061987.11823','FP,8381,1507061989.41799',&quotFP,9041,1507061990.26855','FP,9106,1507061991.45178','FP,9501,1507061992.43545','FP,10536,1507061993.30012','FP,11263,1507061994.13578','FP,12032,1507061994.95197','FP,12624,1507061995.69928&quot,'FP,13229,1507061996.3353','FP,14136,1507061996.88537','FP,14327,1507061997.46883','FP,14714,1507061997.95202','FP,14714,1507061998.46927','FP,14714,1507061999.03572','FP,14714,1507061999.661','FP,14714,1507062000.30235','F,14820,1507062007.55089','P,14923,1507062008.83868','F,14923,1507062009.4672','F,15023,1507062010.13413','F,15096,1507062010.66776','F,15202,150706201110128','F,15325,1507062011.50077','F,15394,1507062011.85096','F,15445,1507062012.23203','F,15453,1507062012.73423','F,15471,1507062013.85113','F,15509,1507062015.61834']",A8074511-0CDE-402B-B117-44D267F5DEC1,2
"['FP,128,1507585529.33233','FP,453,1507585531.14836','FP,694,1507585531.89867','FP,1096,1507585532.63208','FP,1439,1507585533.29824','FP,1496,1507585533.98209','FP,1931,1507585534.68243&quot,'FP,2577,1507585535.42945','FP,3457,1507585536.11616','FP,3956,1507585536.78214','FP,4475,1507585537.49851','FP,4800,1507585538.20447','FP,5623,1507585538.86594','FP,5662,1507585539.53264&qot;,'FP,6015,1507585540.08236','FP,6539,1507585540.61553','FP,6914,1507585541.09875','FP,7504,1507585541.56548','FP,8345,1507585541.99941','FP,9041,1507585542.41561','FP,9089,1507585542.8307','FP,9491,1507585543.24743','FP,10536,1507585543.68283','FP,11255,1507585544.11578','FP,12023,1507585544.56412','FP,12620,1507585545.19995','FP,13238,1507585545.99918','FP,14143,150758546.67288','FP,14330,1507585547.44949','FP,14714,1507585548.1802','FP,14733,1507585549.69971','FP,14714,1507585550.31661']",895C556E-EA3E-474F-896E-4BCF1834ABC8,2
"['TF,0,1507642477.63007','TB,0,1507642480.18667','TF,0,1507642482.97111','TBP,0,1507642485.90663','B,209,1507642500.53022','B,2056,1507642620.47271','P,2466,1507642652.95702','C,246,1507642654.84122','P,2937,1507642684.39034','C,2937,1507642685.10501','P,7359,1507642945.59985','C,7359,1507642952.72296','B,8256,1507643006.31471','B,7920,1507643008.14873','P,9810,107643130.92707','C,9810,1507643242.43298','P,12647,1507643407.70021','C,12647,1507643419.8211','P,14905,1507643555.75613','C,14905,1507643883.76661']",580BB24D-9032-4D81-AE61-6F3EEDA856C3,2
"['BG,0,1507645282.39625','FG,0,1507645287.97811','P,50,1507645909.19672','C,50,1507645909.51379','B,77,1507645911.14715','B,209,1507645923.81894','F,19,1507645924.58261','F,27,150745925.29937','F,227,1507645925.96407','F,312,1507645926.46598','F,429,1507645927.04883','B,552,1507645927.63355','B,423,1507645927.93053','B,307,1507645928.16416','B,220,1507645928.3973','B,27,1507645928.63051','B,10,1507645928.8648','B,0,1507645929.14913','B,0,1507645929.36572','B,0,1507645929.59882','B,0,1507645929.88216','B,0,1507645930.14876','B,694,150745970.83361','B,552,1507645971.21861','F,439,1507645972.46688','B,2690,1507646097.87087','B,2577,1507646098.73722','B,3544,1507646159.22289','B,3281,1507646161.07232','B,2955,150764616182283','B,3575,1507646206.0257','B,5187,1507646307.77641','B,4901,1507646308.10822','B,7455,1507646465.91472','BG,0,1507646646.20944','FG,0,1507646650.18078','B,10232,1507646655.37489&qot;,'P,10440,1507646680.06307','C,10440,1507646680.97631','P,11935,1507646767.73179','C,11935,1507646767.929','P,14002,1507646889.43394','C,14002,1507646889.59904']",FFC452A9-74EA-4455-8521-5E7BFDB74D4F,1
"['TB,0,1507691906.45596','TF,0,1507691910.68805','TBP,0,1507691913.35742','TFP,0,1507691915.90688','TPC,0,1507691918.00553']",58F41389-7A88-4D7F-8D67-4329E5DCF7E9,2
,1ABD7E8C-2C98-49EC-A21B-DC52E89CFBDE,4
"['P,40,1507835641.32344','F,40,1507835642.08856','B,231,1507835643.33939','P,58,1507835645.80818','C,58,1507835646.35828','F,73,1507835646.9244','P,8740,1507836154.83994','C,8740,107836216.05372','P,8756,1507836217.00342','C,8756,1507836234.54849']",273F55B8-2032-48AD-B2B9-CD37ADED968D,3
,03CA4AF2-48AD-4896-96E1-39973794E3DE,1
"['TB,0,1508106436.6777','TB,0,1508106439.7923','TF,0,1508106442.24225','TPC,0,1508106445.5253','TPC,0,1508106447.15978','TBP,0,1508106449.07697','TFP,0,1508106451.21046']",BEB2E1D0-7318-45DA-AA64-79DD15167C91,3
"['TB,0,1508176948.28733','TF,0,1508176950.16921','TPC,0,1508176953.30404','TBP,0,1508176955.80496','TFP,0,1508176958.40565','FP,585,1508176994.543','FP,709,1508176996.31011','FP,116,1508176997.36002','FP,1439,1508176998.00978','FP,1496,1508176998.56004','FP,1925,1508176999.07682','FP,2564,1508176999.54353','FP,3450,1508177000.04467','FP,3956,1508177000.56024','FP4469,1508177001.0775','FP,4793,1508177001.57695','FP,5623,1508177002.06005','FP,5655,1508177002.54405','FP,6068,1508177006.92796','FP,6539,1508177007.49418','FP,6928,1508177008.76125','P,7504,1508177009.47835','FP,8354,1508177010.1615','FP,9041,1508177010.84513','FP,9097,1508177011.51119','FP,9491,1508177012.21404','FP,10536,1508177013.04309','FP,11263,1508177013.87856',&qot;FP,12032,1508177014.59683','FP,12624,1508177015.39545','FP,13238,1508177016.21217','FP,14143,1508177017.09546','FP,14330,1508177017.96014','FP,15089,1508177040.89685','F,15423,1508177060.88152','F,15453,1508177062.01497','F,15493,1508177063.78215']",3A72DDFE-7FA8-42D3-9EA3-37D1B8410E7B,2
"['F,268,1508259910.25883','BG,0,1508260389.17428','FG,0,1508260391.66789']",A31493FE-0129-4E44-B15B-04BF3D609351,2
"['TB,0,1508434186.35932','TF,0,1508434188.84411','TBP,0,1508434191.111','TFP,0,1508434193.66331','TBP,0,1508434196.09476','TPC,0,1508434198.8778','F,1433,1508434283.73288','B,1469,508434284.84958','B,4192,1508434449.625']",EE1B994B-4366-4225-98B7-7C0535C65773,2
"['TB,0,1508620752.76898','TF,0,1508620755.1164','TPC,0,1508620757.70024','TPC,0,1508620759.63511','TFP,0,1508620761.65194','TBP,0,1508620764.85197','P,3065,1508620947.82936','C,306,1508621060.95019','P,5216,1508621183.7244','C,5216,1508621224.19474','P,6135,1508621280.56342','C,6135,1508621395.20531','P,14179,1508621873.75388','C,14179,1508621876.18564','P,15130,508621931.99196','C,15130,1508621932.75773']",0E16B78A-119E-40E5-9406-38508C6641D5,1
[],8F0A0B42-F1BA-4C25-B573-E8168BA80019,2
"['TF,0,1508861254.11795','TB,0,1508861256.99918','TPC,0,1508861259.00112','TFP,0,1508861261.86877','TBP,0,1508861264.38632','P,10673,1508861899.16231','C,10673,1508861900.81371']",13665162-31ED-4D0A-B0E6-FB6738B04CC1,4
"['TPC,0,1509054948.47492','TPC,0,1509054951.33275','TF,0,1509054953.01862','TF,0,1509054955.95104','TF,0,1509054958.73407','TB,0,1509054961.31716','TFP,0,1509054963.2672','TBP,0,159054966.43435','B,1118,1509055033.20628','P,6889,1509055378.98728','C,6889,1509055380.21542','F,11380,1509055646.89548','F,11487,1509055653.45429','F,11812,1509055661.34345','P,12079,159055675.71148','C,12079,1509055677.13949','F,12295,1509055688.76194']",8F2E64AF-B254-4A18-8573-407D941F9EF9,2
"['TB,0,1509319046.32999','TF,0,1509319048.27738','TF,0,1509319050.71203','TPC,0,1509319053.04638','TPC,0,1509319055.38192','TFP,0,1509319057.08218','TBP,0,1509319060.30047','P,1086,1509319708.18753','C,10869,1509319709.25219']",1785A588-BAC1-431D-B91A-14C9A106762A,3
,AC76A6DE-96E0-4A1A-A6EA-45B7C922DF21,2
,AC76A6DE-96E0-4A1A-A6EA-45B7C922DF21,2
"['TF,0,1510202002.15471','TB,0,1510202004.9849','TBP,0,1510202008.32039','TFP,0,1510202011.38744','TPC,0,1510202013.5185']",26506490-163E-4461-97BC-005EBCB4D8C3,2
"['BG,0,1511890609.14938','FG,0,1511890611.14277','TB,0,1511890627.12657','TB,0,1511890629.44413','TF,0,1511890631.62714','TBP,0,1511890633.77861','TFP,0,1511890636.51195','TPC,0,151890638.69326','FP,3856,1511890865.41968','BP,4038,1511890871.05296']",AE562EE6-1CD9-496B-87D2-4100A83006FE,3
,1ABD7E8C-2C98-49EC-A21B-DC52E89CFBDE,4
,1ABD7E8C-2C98-49EC-A21B-DC52E89CFBDE,4
